9,"t","Honey Bee Colonies: Released August 1, 2022, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2021"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",37.4,25.9,0.9,11.0,16.3,1.9
9,"d","Arizona",20.3,1.5,0.7,6.6,5.4,10.6
9,"d","Arkansas",42.3,32.9,3.2,30.6,5.8,4.9
9,"d","California",39.6,16.5,14.2,13.0,11.0,5.0
9,"d","Colorado",7.8,"(Z)",2.9,-,6.4,0.8
9,"d","Connecticut",16.4,0.8,0.7,3.9,2.4,5.9
9,"d","Florida",43.4,20.5,7.1,14.1,11.4,8.7
9,"d","Georgia",63.9,32.2,4.8,12.0,13.4,7.6
9,"d","Hawaii",29.6,19.0,"(Z)",18.0,-,0.9
9,"d","Idaho",55.2,1.8,2.6,7.0,7.0,1.5
9,"d","",,,,,,
9,"d","Illinois",37.7,9.5,1.4,3.3,4.4,5.7
9,"d","Indiana",39.3,23.7,5.2,17.4,1.9,2.3
9,"d","Iowa",7.5,1.6,2.8,5.9,"(Z)",2.2
9,"d","Kansas",66.8,31.1,10.1,14.9,17.7,14.7
9,"d","Kentucky",39.4,18.2,0.6,"(Z)",1.2,11.0
9,"d","Louisiana",8.0,2.3,-,-,0.6,6.0
9,"d","Maine",18.7,-,"(Z)",5.0,17.0,-
9,"d","Maryland",20.0,13.6,"(Z)",0.5,0.7,1.5
9,"d","Massachusetts",23.0,8.7,0.6,1.5,0.5,4.5
9,"d","Michigan",63.5,4.2,"(Z)",17.0,2.7,0.8
9,"d","",,,,,,
9,"d","Minnesota",27.5,1.1,"(Z)",10.5,2.3,1.8
9,"d","Mississippi",25.3,1.1,1.3,"(Z)",3.0,7.8
9,"d","Missouri",24.0,14.4,"(Z)",1.3,2.1,8.7
9,"d","Montana",19.5,1.5,1.2,"(Z)",14.8,0.5
9,"d","Nebraska",13.7,"(Z)","(Z)",1.8,3.2,1.8
9,"d","New Jersey",10.7,4.9,"(Z)",1.8,0.7,1.9
9,"d","New Mexico",22.5,4.4,1.1,-,-,-
9,"d","New York",37.7,14.1,3.0,5.6,11.8,11.2
9,"d","North Carolina",29.3,10.4,0.9,"(Z)",6.6,1.0
9,"d","North Dakota",31.7,6.1,2.2,4.1,7.0,5.5
9,"d","",,,,,,
9,"d","Ohio",78.7,49.9,0.7,23.0,8.2,4.1
9,"d","Oklahoma",14.5,9.4,0.5,"(Z)",6.2,1.4
9,"d","Oregon",39.4,8.4,3.4,10.9,9.6,1.3
9,"d","Pennsylvania",40.5,15.3,1.0,2.6,4.2,3.8
9,"d","South Carolina",15.8,5.3,2.8,1.3,4.3,3.2
9,"d","South Dakota",18.3,4.6,1.1,3.9,14.1,1.3
9,"d","Tennessee",16.0,11.6,"(Z)",0.7,1.8,"(Z)"
9,"d","Texas",20.2,6.0,0.5,4.4,4.4,0.5
9,"d","Utah",40.0,"(Z)","(Z)",3.9,1.9,0.5
9,"d","Vermont",25.4,3.0,1.5,-,1.6,0.6
9,"d","",,,,,,
9,"d","Virginia",19.2,12.1,0.9,0.8,4.6,1.9
9,"d","Washington",34.3,2.2,4.9,2.3,12.7,1.6
9,"d","West Virginia",24.7,15.1,10.2,9.9,2.8,1.2
9,"d","Wisconsin",56.0,36.8,20.3,31.2,15.3,8.0
9,"d","Wyoming",4.7,"(Z)","(Z)",0.5,0.8,0.8
9,"d","",,,,,,
9,"d","Other States 4/",31.7,10.9,"(Z)",11.0,4.6,2.2
9,"d","",,,,,,
9,"d","United States",38.0,11.6,5.5,9.2,9.3,4.5
9,"c",""
9,"f","-  Represents zero."
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Includes data for States not published in this table."
