23,"t","Honey Bee Colonies: Released August 1, 2022, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2022"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",36.0,14.3,1.0,6.9,17.9,3.7
23,"d","Arizona",8.4,"(Z)",1.3,-,4.8,"(Z)"
23,"d","Arkansas",22.2,14.4,2.0,11.2,6.5,3.8
23,"d","California",41.1,16.0,4.8,6.7,19.8,3.7
23,"d","Colorado",27.0,-,0.6,"(Z)",16.6,"(Z)"
23,"d","Connecticut",1.9,-,-,-,1.1,-
23,"d","Florida",28.4,15.8,5.9,8.5,12.7,6.5
23,"d","Georgia",35.0,8.8,1.4,5.9,8.1,5.6
23,"d","Hawaii",63.1,61.2,4.6,-,0.5,"(Z)"
23,"d","Idaho",32.6,13.1,5.6,13.7,9.5,3.5
23,"d","",,,,,,
23,"d","Illinois",18.3,7.4,3.2,1.6,7.3,10.6
23,"d","Indiana",25.9,4.6,0.5,3.9,6.7,4.3
23,"d","Iowa",49.3,1.1,1.6,0.9,4.6,8.2
23,"d","Kansas",41.6,1.0,1.7,16.1,23.0,1.9
23,"d","Kentucky",39.9,15.1,10.7,2.4,2.5,12.9
23,"d","Louisiana",30.6,9.5,4.6,4.6,2.3,2.4
23,"d","Maine","(Z)",-,"(Z)",-,"(Z)","(Z)"
23,"d","Maryland",15.0,7.9,2.4,0.8,14.7,1.7
23,"d","Massachusetts",3.7,0.9,0.9,"(Z)",0.6,"(Z)"
23,"d","Michigan",10.4,"(Z)",3.0,6.9,2.7,"(Z)"
23,"d","",,,,,,
23,"d","Minnesota",4.9,0.7,"(Z)","(Z)",2.6,"(Z)"
23,"d","Mississippi",25.4,15.3,"(Z)",0.7,15.2,8.9
23,"d","Missouri",11.5,3.1,0.9,0.5,2.8,1.2
23,"d","Montana",9.2,-,-,1.8,8.8,-
23,"d","Nebraska",26.6,22.1,0.8,-,0.6,"(Z)"
23,"d","New Jersey",7.0,0.8,0.7,0.6,"(Z)",-
23,"d","New Mexico",52.0,8.6,8.6,0.9,1.5,0.7
23,"d","New York",23.2,3.4,0.8,"(Z)",1.7,1.0
23,"d","North Carolina",23.9,2.8,3.5,-,"(Z)",1.0
23,"d","North Dakota",38.7,22.4,0.9,4.7,9.7,0.5
23,"d","",,,,,,
23,"d","Ohio",51.2,5.6,5.1,3.3,2.3,2.1
23,"d","Oklahoma",8.4,2.6,-,1.4,7.8,0.7
23,"d","Oregon",49.3,23.2,9.5,16.1,17.5,"(Z)"
23,"d","Pennsylvania",19.0,3.3,0.6,"(Z)",1.1,2.1
23,"d","South Carolina",29.9,13.2,"(Z)",12.8,1.2,0.9
23,"d","South Dakota",44.5,29.3,-,2.5,12.9,1.2
23,"d","Tennessee",30.9,23.7,1.0,"(Z)",14.4,1.7
23,"d","Texas",39.2,30.0,"(Z)",0.7,5.2,0.9
23,"d","Utah",40.1,0.8,6.9,7.9,13.8,8.3
23,"d","Vermont",21.2,1.5,-,0.7,1.3,"(Z)"
23,"d","",,,,,,
23,"d","Virginia",30.8,21.7,0.9,0.6,18.1,1.7
23,"d","Washington",50.8,7.3,4.3,3.4,14.2,1.6
23,"d","West Virginia",13.1,7.4,3.6,-,1.0,0.9
23,"d","Wisconsin",27.0,14.6,4.9,11.8,9.6,6.0
23,"d","Wyoming",5.6,2.5,5.1,-,3.0,1.0
23,"d","",,,,,,
23,"d","Other States 4/",7.9,3.8,4.5,2.1,3.0,4.1
23,"d","",,,,,,
23,"d","United States",45.2,21.2,3.9,6.7,15.1,3.5
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Includes data for States not published in this table."
